name,score,popularity,genres,studios,type,year,episodes,themes,demographic,members,synopsis,features
Juuni Kokuki,8.01,1580.0,"Action, Adventure, Fantasy",Studio Pierrot,TV,2002.0,45.0,Isekai,,168405.0,,"Action, Adventure, Fantasy Studio Pierrot TV Isekai "
Shaman King,7.73,695.0,"Action, Adventure, Supernatural",Xebec,TV,2001.0,64.0,,Shounen,380597.0,,"Action, Adventure, Supernatural Xebec TV  Shounen"
X/1999,6.56,3807.0,"Action, Drama, Fantasy, Mystery",Madhouse,Movie,,1.0,Super Power,Shoujo,42847.0,,"Action, Drama, Fantasy, Mystery Madhouse Movie Super Power Shoujo"
X,7.38,2511.0,"Action, Drama, Fantasy, Mystery",Madhouse,TV,2001.0,24.0,Super Power,Shoujo,88155.0,,"Action, Drama, Fantasy, Mystery Madhouse TV Super Power Shoujo"
Mahou Sensei Negima!,6.92,1751.0,"Action, Comedy, Fantasy, Romance, Ecchi",Xebec,TV,2005.0,26.0,"Harem, School, Super Power",Shounen,147018.0,,"Action, Comedy, Fantasy, Romance, Ecchi Xebec TV Harem, School, Super Power Shounen"
Maria-sama ga Miteru,7.27,2767.0,"Drama, Girls Love",Studio Deen,TV,2004.0,13.0,School,Shoujo,75491.0,,"Drama, Girls Love Studio Deen TV School Shoujo"
Boukyaku no Senritsu,6.25,5332.0,"Adventure, Fantasy, Horror, Sci-Fi",J.C.Staff,TV,2004.0,24.0,"Mecha, Psychological, Space, Super Power",Shounen,20269.0,,"Adventure, Fantasy, Horror, Sci-Fi J.C.Staff TV Mecha, Psychological, Space, Super Power Shounen"
"Ima, Soko ni Iru Boku",7.57,1657.0,"Adventure, Drama, Fantasy, Sci-Fi",AIC,TV,1999.0,13.0,"Isekai, Military",,157067.0,,"Adventure, Drama, Fantasy, Sci-Fi AIC TV Isekai, Military "
Peace Maker Kurogane,7.28,3126.0,"Action, Comedy",Gonzo,TV,2003.0,24.0,"Historical, Samurai",Shounen,60542.0,,"Action, Comedy Gonzo TV Historical, Samurai Shounen"
Pita Ten,6.92,4840.0,"Comedy, Fantasy, Romance",Madhouse,TV,2002.0,26.0,School,Shounen,25583.0,,"Comedy, Fantasy, Romance Madhouse TV School Shounen"
Power Stone,6.46,7309.0,"Adventure, Comedy, Fantasy",Studio Pierrot,TV,1999.0,26.0,Historical,,9148.0,,"Adventure, Comedy, Fantasy Studio Pierrot TV Historical "
Mononoke Hime,8.67,106.0,"Action, Adventure, Award Winning, Fantasy",Studio Ghibli,Movie,,1.0,,,1350237.0,,"Action, Adventure, Award Winning, Fantasy Studio Ghibli Movie  "
RahXephon,7.37,1974.0,"Award Winning, Drama, Mystery, Romance, Sci-Fi, Suspense",Bones,TV,2002.0,26.0,"Mecha, Music, Psychological",,126428.0,,"Award Winning, Drama, Mystery, Romance, Sci-Fi, Suspense Bones TV Mecha, Music, Psychological "
Samurai 7,7.43,1851.0,Sci-Fi,Gonzo,TV,2004.0,26.0,"Historical, Mecha, Samurai",,137121.0,,"Sci-Fi Gonzo TV Historical, Mecha, Samurai "
Scrapped Princess,7.36,2285.0,"Adventure, Drama, Fantasy, Sci-Fi",Bones,TV,2003.0,24.0,Mecha,,102091.0,,"Adventure, Drama, Fantasy, Sci-Fi Bones TV Mecha "
s.CRY.ed,7.35,2528.0,"Action, Adventure, Drama, Sci-Fi",Sunrise,TV,2001.0,26.0,Super Power,,86988.0,,"Action, Adventure, Drama, Sci-Fi Sunrise TV Super Power "
Shingetsutan Tsukihime,6.78,1504.0,"Action, Horror, Mystery, Romance, Supernatural",J.C.Staff,TV,2003.0,12.0,Vampire,,177768.0,,"Action, Horror, Mystery, Romance, Supernatural J.C.Staff TV Vampire "
Slam Dunk,8.55,810.0,Sports,Toei Animation,TV,1993.0,101.0,"School, Team Sports",Shounen,330168.0,,"Sports Toei Animation TV School, Team Sports Shounen"
Strange Dawn,6.24,8068.0,"Adventure, Drama, Fantasy",HAL Film Maker,TV,2000.0,13.0,Isekai,,7112.0,,"Adventure, Drama, Fantasy HAL Film Maker TV Isekai "
Tactics,7.18,3803.0,"Mystery, Supernatural",Studio Deen,TV,2004.0,25.0,"Historical, Mythology",Shounen,42917.0,,"Mystery, Supernatural Studio Deen TV Historical, Mythology Shounen"
Tenjou Tenge,6.86,1362.0,"Action, Drama, Supernatural, Ecchi",Madhouse,TV,2004.0,24.0,"Delinquents, Martial Arts, School, Super Power",Seinen,198030.0,,"Action, Drama, Supernatural, Ecchi Madhouse TV Delinquents, Martial Arts, School, Super Power Seinen"
Tokyo Underground,6.58,4412.0,"Action, Adventure, Romance, Sci-Fi",Studio Pierrot,TV,2002.0,26.0,Super Power,Shounen,31418.0,,"Action, Adventure, Romance, Sci-Fi Studio Pierrot TV Super Power Shounen"
Triangle Heart: Sweet Songs Forever,6.09,7778.0,"Adventure, Romance",Seven Arcs,OVA,,4.0,,,7783.0,,"Adventure, Romance Seven Arcs OVA  "
Tsubasa Chronicle,7.51,1147.0,"Action, Adventure, Drama, Fantasy, Romance",Bee Train,TV,2005.0,26.0,,Shounen,238160.0,,"Action, Adventure, Drama, Fantasy, Romance Bee Train TV  Shounen"
Ultra Maniac,7.15,4144.0,"Comedy, Fantasy, Romance",Ashi Productions,TV,2003.0,26.0,School,Shoujo,35953.0,,"Comedy, Fantasy, Romance Ashi Productions TV School Shoujo"
Ultra Maniac OVA,6.61,8661.0,"Comedy, Fantasy, Romance",Ashi Productions,OVA,,1.0,School,,6003.0,,"Comedy, Fantasy, Romance Ashi Productions OVA School "
Vandread,7.15,2499.0,"Sci-Fi, Ecchi",Gonzo,TV,2000.0,13.0,"Mecha, Space",,89043.0,,"Sci-Fi, Ecchi Gonzo TV Mecha, Space "
Vandread: The Second Stage,7.37,3228.0,"Sci-Fi, Ecchi",Gonzo,TV,2001.0,13.0,"Mecha, Space",,56749.0,,"Sci-Fi, Ecchi Gonzo TV Mecha, Space "
Tenkuu no Escaflowne,7.65,1545.0,"Adventure, Fantasy, Romance",Sunrise,TV,1996.0,26.0,"Isekai, Love Polygon, Mecha",,173337.0,,"Adventure, Fantasy, Romance Sunrise TV Isekai, Love Polygon, Mecha "
Whistle!,7.35,5861.0,Sports,Studio Comet,TV,2002.0,39.0,"School, Team Sports",Shounen,15726.0,,"Sports Studio Comet TV School, Team Sports Shounen"
Xenosaga The Animation,6.32,5141.0,Sci-Fi,Toei Animation,TV,2005.0,12.0,"Mecha, Space",,22113.0,,"Sci-Fi Toei Animation TV Mecha, Space "
Initial D First Stage,8.36,604.0,"Action, Drama","Gallop, Studio Comet",TV,1998.0,26.0,Racing,Seinen,426466.0,,"Action, Drama Gallop, Studio Comet TV Racing Seinen"
Initial D Second Stage,8.19,1060.0,"Action, Drama",Pastel,TV,1999.0,13.0,Racing,Seinen,255951.0,,"Action, Drama Pastel TV Racing Seinen"
Initial D Third Stage,7.91,1334.0,"Action, Drama",Studio Deen,Movie,,1.0,Racing,Seinen,201592.0,,"Action, Drama Studio Deen Movie Racing Seinen"
Gosenzo Sane,6.14,10329.0,"Comedy, Mystery, Supernatural, Hentai",AIC,OVA,,4.0,,,3603.0,,"Comedy, Mystery, Supernatural, Hentai AIC OVA  "
Love Hina,7.09,975.0,"Comedy, Romance, Ecchi",Xebec,TV,2000.0,24.0,Harem,Shounen,277909.0,,"Comedy, Romance, Ecchi Xebec TV Harem Shounen"
Love Hina Again,7.2,2508.0,"Comedy, Romance, Ecchi",Xebec,OVA,,3.0,,Shounen,88261.0,,"Comedy, Romance, Ecchi Xebec OVA  Shounen"
Love Hina Christmas Special: Silent Eve,7.3,3138.0,"Comedy, Romance",Xebec,TV Special,,1.0,,Shounen,60092.0,,"Comedy, Romance Xebec TV Special  Shounen"
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.17,3296.0,"Adventure, Comedy, Romance",Xebec,TV Special,,1.0,,Shounen,54800.0,,"Adventure, Comedy, Romance Xebec TV Special  Shounen"
Maburaho,6.72,2300.0,"Comedy, Drama, Romance, Ecchi",J.C.Staff,TV,2003.0,24.0,"Harem, School",,101355.0,,"Comedy, Drama, Romance, Ecchi J.C.Staff TV Harem, School "
Macross Zero,7.48,3838.0,"Adventure, Sci-Fi",Satelight,OVA,,5.0,"Mecha, Military",,42210.0,,"Adventure, Sci-Fi Satelight OVA Mecha, Military "
Onegai☆Teacher,7.09,1437.0,"Drama, Romance, Sci-Fi",Daume,TV,2002.0,12.0,School,,186135.0,,"Drama, Romance, Sci-Fi Daume TV School "
Onegai☆Twins,6.8,2409.0,"Comedy, Drama, Sci-Fi",Daume,TV,2003.0,12.0,"Harem, School",,93688.0,,"Comedy, Drama, Sci-Fi Daume TV Harem, School "
Rizelmine,6.49,4737.0,"Comedy, Romance, Sci-Fi, Ecchi","Madhouse, Imagin",TV,2002.0,24.0,School,,26942.0,,"Comedy, Romance, Sci-Fi, Ecchi Madhouse, Imagin TV School "
Speed Grapher,7.29,2015.0,"Action, Mystery, Suspense",Gonzo,TV,2005.0,24.0,"Adult Cast, Gore, Organized Crime, Psychological, Super Power",,122871.0,,"Action, Mystery, Suspense Gonzo TV Adult Cast, Gore, Organized Crime, Psychological, Super Power "
Sen to Chihiro no Kamikakushi,8.77,44.0,"Adventure, Award Winning, Fantasy",Studio Ghibli,Movie,,1.0,Mythology,,1985556.0,,"Adventure, Award Winning, Fantasy Studio Ghibli Movie Mythology "
Tenshi na Konamaiki,7.42,4504.0,"Comedy, Romance",TMS Entertainment,TV,2002.0,50.0,Magical Sex Shift,Shounen,30262.0,,"Comedy, Romance TMS Entertainment TV Magical Sex Shift Shounen"
Video Girl Ai,7.19,4298.0,"Comedy, Drama, Romance, Ecchi",Production I.G,OVA,,6.0,Love Polygon,Shounen,33525.0,,"Comedy, Drama, Romance, Ecchi Production I.G OVA Love Polygon Shounen"
Wolf's Rain,7.79,764.0,"Action, Adventure, Drama, Fantasy, Mystery",Bones,TV,2003.0,26.0,,,347603.0,,"Action, Adventure, Drama, Fantasy, Mystery Bones TV  "
Words Worth,6.72,,,,,,,,,,,    
Yumeria,6.05,4540.0,"Action, Comedy, Ecchi",Studio Deen,TV,2004.0,12.0,"Harem, Super Power",,29701.0,,"Action, Comedy, Ecchi Studio Deen TV Harem, Super Power "
Samurai Champloo,8.52,109.0,"Action, Adventure, Comedy",Manglobe,TV,2004.0,26.0,"Historical, Samurai",,1323229.0,,"Action, Adventure, Comedy Manglobe TV Historical, Samurai "
Lodoss-tou Senki: Eiyuu Kishi Den,7.11,4011.0,"Action, Adventure, Drama, Fantasy, Romance",AIC,TV,1998.0,27.0,,,38563.0,,"Action, Adventure, Drama, Fantasy, Romance AIC TV  "
Lodoss-tou Senki,7.32,2468.0,"Action, Adventure, Fantasy",Madhouse,OVA,,13.0,,,90667.0,,"Action, Adventure, Fantasy Madhouse OVA  "
R.O.D: Read or Die,7.61,2794.0,"Action, Adventure, Mystery, Sci-Fi",Studio Deen,OVA,,3.0,"Adult Cast, Historical",,74142.0,,"Action, Adventure, Mystery, Sci-Fi Studio Deen OVA Adult Cast, Historical "
R.O.D: The TV,7.52,2814.0,"Action, Adventure, Comedy, Drama, Sci-Fi",J.C.Staff,TV,2003.0,26.0,Super Power,,73407.0,,"Action, Adventure, Comedy, Drama, Sci-Fi J.C.Staff TV Super Power "
Ranma ½,7.77,972.0,"Action, Comedy, Romance, Ecchi",Studio Deen,TV,1989.0,161.0,"Magical Sex Shift, Martial Arts, School",Shounen,278573.0,,"Action, Comedy, Romance, Ecchi Studio Deen TV Magical Sex Shift, Martial Arts, School Shounen"
Pure Mail,6.18,9892.0,Hentai,Datama Film,OVA,,2.0,,,4134.0,,Hentai Datama Film OVA  
Project A-Ko,6.85,4945.0,"Adventure, Comedy, Sci-Fi",APPP,Movie,,1.0,"Mecha, Super Power",,24396.0,,"Adventure, Comedy, Sci-Fi APPP Movie Mecha, Super Power "
Pia Carrot e Youkoso!!,5.96,9704.0,"Comedy, Hentai",Triple X,OVA,,3.0,,,4382.0,,"Comedy, Hentai Triple X OVA  "
Pia Carrot e Youkoso!! 2,6.1,10816.0,"Comedy, Hentai",Triple X,OVA,,3.0,,,3125.0,,"Comedy, Hentai Triple X OVA  "
Pia Carrot e Youkoso!! 2 DX,6.2,10603.0,"Comedy, Romance",Garyuu Studio,OVA,,6.0,,,3328.0,,"Comedy, Romance Garyuu Studio OVA  "
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.83,10375.0,"Comedy, Romance",I-move,Movie,,1.0,,,3555.0,,"Comedy, Romance I-move Movie  "
Shin Angel,6.27,10249.0,"Comedy, Drama, Hentai",Arms,OVA,,5.0,,,3688.0,,"Comedy, Drama, Hentai Arms OVA  "
Kidou Senkan Nadesico,7.49,3167.0,"Comedy, Romance, Sci-Fi",Xebec,TV,1996.0,26.0,"Mecha, Military, Parody, Space",,58739.0,,"Comedy, Romance, Sci-Fi Xebec TV Mecha, Military, Parody, Space "
Kidou Senkan Nadesico: The Prince of Darkness,6.72,5569.0,"Award Winning, Drama, Sci-Fi",Xebec,Movie,,1.0,"Mecha, Psychological, Space",,18012.0,,"Award Winning, Drama, Sci-Fi Xebec Movie Mecha, Psychological, Space "
Kuro no Danshou,5.65,10583.0,"Horror, Hentai",JOF,OVA,,4.0,,,3343.0,,"Horror, Hentai JOF OVA  "
Mezzo Forte,6.62,4065.0,"Action, Comedy, Sci-Fi, Hentai",Arms,OVA,,2.0,,,37442.0,,"Action, Comedy, Sci-Fi, Hentai Arms OVA  "
Mezzo DSA,6.62,4804.0,"Action, Adventure, Comedy, Mystery, Sci-Fi",Arms,TV,2004.0,13.0,,,26015.0,,"Action, Adventure, Comedy, Mystery, Sci-Fi Arms TV  "
Dragon Ball,7.98,150.0,"Action, Adventure, Comedy, Fantasy",Toei Animation,TV,1986.0,153.0,Martial Arts,Shounen,1115812.0,,"Action, Adventure, Comedy, Fantasy Toei Animation TV Martial Arts Shounen"
Dragon Ball GT,6.51,355.0,"Action, Adventure, Comedy, Fantasy",Toei Animation,TV,1996.0,64.0,Martial Arts,Shounen,667120.0,,"Action, Adventure, Comedy, Fantasy Toei Animation TV Martial Arts Shounen"
Elfen Lied,7.46,80.0,"Action, Drama, Horror, Romance, Suspense",Arms,TV,2004.0,13.0,"Gore, Psychological, Super Power",Seinen,1590797.0,,"Action, Drama, Horror, Romance, Suspense Arms TV Gore, Psychological, Super Power Seinen"
FLCL,8.04,229.0,"Avant Garde, Comedy, Sci-Fi, Suspense","Gainax, Production I.G",OVA,,6.0,"Mecha, Parody, Psychological",,878606.0,,"Avant Garde, Comedy, Sci-Fi, Suspense Gainax, Production I.G OVA Mecha, Parody, Psychological "
Jigoku Shoujo,7.6,696.0,"Horror, Mystery, Supernatural, Suspense",Studio Deen,TV,2005.0,26.0,Psychological,,379514.0,,"Horror, Mystery, Supernatural, Suspense Studio Deen TV Psychological "
Ninin ga Shinobuden,6.87,4076.0,Comedy,ufotable,TV,2004.0,12.0,"Martial Arts, Parody",,37221.0,,"Comedy ufotable TV Martial Arts, Parody "
Air Master,6.94,3805.0,"Action, Comedy",Toei Animation,TV,2003.0,27.0,Martial Arts,Seinen,42864.0,,"Action, Comedy Toei Animation TV Martial Arts Seinen"
Asagiri no Miko,6.1,7387.0,"Action, Comedy, Supernatural","Chaos Project, GANSIS",TV,2002.0,26.0,Mythology,Seinen,8901.0,,"Action, Comedy, Supernatural Chaos Project, GANSIS TV Mythology Seinen"
Cardcaptor Sakura,8.18,,,,,,,,,,,    
Daa! Daa! Daa!,7.63,4695.0,"Comedy, Sci-Fi",J.C.Staff,TV,2000.0,78.0,Childcare,Shoujo,27519.0,,"Comedy, Sci-Fi J.C.Staff TV Childcare Shoujo"
Dan Doh!!,6.63,9202.0,"Adventure, Sports",Tokyo Kids,TV,2004.0,26.0,,Shounen,5139.0,,"Adventure, Sports Tokyo Kids TV  Shounen"
Meitantei Conan,8.18,709.0,"Adventure, Comedy, Mystery",TMS Entertainment,TV,1996.0,,Detective,Shounen,371656.0,,"Adventure, Comedy, Mystery TMS Entertainment TV Detective Shounen"
E's Otherwise,6.58,5636.0,"Action, Adventure, Drama, Sci-Fi",Studio Pierrot,TV,2003.0,26.0,"Military, Super Power",Shounen,17522.0,,"Action, Adventure, Drama, Sci-Fi Studio Pierrot TV Military, Super Power Shounen"
Koukyoushihen Eureka Seven,8.05,556.0,"Adventure, Drama, Romance, Sci-Fi",Bones,TV,2005.0,50.0,Mecha,,454069.0,,"Adventure, Drama, Romance, Sci-Fi Bones TV Mecha "
Rekka no Honoo,7.33,2851.0,"Action, Adventure",Studio Pierrot,TV,1997.0,42.0,"Martial Arts, Super Power",Shounen,71453.0,,"Action, Adventure Studio Pierrot TV Martial Arts, Super Power Shounen"
Gankutsuou,8.11,1024.0,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",Gonzo,TV,2004.0,24.0,,,265784.0,,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense Gonzo TV  "
Genshiken,7.63,1419.0,Slice of Life,Palm Studio,TV,2004.0,12.0,"Adult Cast, Otaku Culture, Parody",Seinen,189143.0,,"Slice of Life Palm Studio TV Adult Cast, Otaku Culture, Parody Seinen"
Girls Bravo: First Season,6.35,1647.0,"Comedy, Fantasy, Romance, Ecchi",AIC Spirits,TV,2004.0,11.0,"Harem, Isekai, School",Shounen,158236.0,,"Comedy, Fantasy, Romance, Ecchi AIC Spirits TV Harem, Isekai, School Shounen"
Gokusen,7.42,3383.0,"Action, Comedy",Madhouse,TV,2004.0,13.0,"Delinquents, Organized Crime, School, Workplace",Josei,52482.0,,"Action, Comedy Madhouse TV Delinquents, Organized Crime, School, Workplace Josei"
Gravitation,6.9,1989.0,"Boys Love, Comedy",Studio Deen,TV,2000.0,13.0,"Adult Cast, Music, Showbiz",Shoujo,124880.0,,"Boys Love, Comedy Studio Deen TV Adult Cast, Music, Showbiz Shoujo"
Agatha Christie no Meitantei Poirot to Marple,6.88,7474.0,Mystery,OLM,TV,2004.0,39.0,Historical,,8678.0,,Mystery OLM TV Historical 
Great Teacher Onizuka,8.68,219.0,Comedy,Studio Pierrot,TV,1999.0,43.0,"Delinquents, School, Workplace",Shounen,897293.0,,"Comedy Studio Pierrot TV Delinquents, School, Workplace Shounen"
Groove Adventure Rave,7.2,2237.0,"Action, Adventure, Comedy, Fantasy, Romance",Studio Deen,TV,2001.0,51.0,,Shounen,105455.0,,"Action, Adventure, Comedy, Fantasy, Romance Studio Deen TV  Shounen"
Harukanaru Toki no Naka de: Hachiyou Shou,6.99,4755.0,"Fantasy, Romance",Yumeta Company,TV,2004.0,26.0,"Isekai, Reverse Harem",,26702.0,,"Fantasy, Romance Yumeta Company TV Isekai, Reverse Harem "
Ichigo 100%,6.61,2056.0,"Comedy, Romance, Ecchi",Madhouse,TV,2005.0,12.0,Harem,Shounen,119775.0,,"Comedy, Romance, Ecchi Madhouse TV Harem Shounen"
InuYasha,7.87,248.0,"Action, Adventure, Fantasy, Romance",Sunrise,TV,2000.0,167.0,"Historical, Love Polygon, Mythology, Time Travel",Shounen,845937.0,,"Action, Adventure, Fantasy, Romance Sunrise TV Historical, Love Polygon, Mythology, Time Travel Shounen"
Konjiki no Gash Bell!!,7.55,1880.0,"Action, Adventure, Comedy, Supernatural",Toei Animation,TV,2003.0,150.0,Mythology,Shounen,135228.0,,"Action, Adventure, Comedy, Supernatural Toei Animation TV Mythology Shounen"
Kyou kara Maou!,7.61,2036.0,"Adventure, Comedy, Fantasy",Studio Deen,TV,2004.0,78.0,Isekai,Shoujo,121200.0,,"Adventure, Comedy, Fantasy Studio Deen TV Isekai Shoujo"
Madlax,7.01,3679.0,"Drama, Mystery, Supernatural",Bee Train,TV,2004.0,26.0,"Military, Psychological",,45348.0,,"Drama, Mystery, Supernatural Bee Train TV Military, Psychological "
Jungle wa Itsumo Hare nochi Guu,7.8,3506.0,Comedy,Shin-Ei Animation,TV,2001.0,26.0,"Gag Humor, School",Shounen,49162.0,,"Comedy Shin-Ei Animation TV Gag Humor, School Shounen"
Jungle wa Itsumo Hare nochi Guu Deluxe,7.78,6136.0,Comedy,Shin-Ei Animation,OVA,,6.0,Gag Humor,Shounen,13964.0,,Comedy Shin-Ei Animation OVA Gag Humor Shounen
Jungle wa Itsumo Hare nochi Guu Final,7.6,6882.0,"Award Winning, Comedy, Slice of Life",Shin-Ei Animation,OVA,,7.0,Gag Humor,Shounen,10585.0,,"Award Winning, Comedy, Slice of Life Shin-Ei Animation OVA Gag Humor Shounen"
Hoshi no Koe,7.08,1615.0,"Award Winning, Drama, Romance, Sci-Fi",CoMix Wave Films,OVA,,1.0,"Mecha, Space",,162983.0,,"Award Winning, Drama, Romance, Sci-Fi CoMix Wave Films OVA Mecha, Space "
Ikkitousen,6.37,1538.0,"Action, Ecchi",J.C.Staff,TV,2003.0,13.0,"Martial Arts, School, Super Power",Seinen,173944.0,,"Action, Ecchi J.C.Staff TV Martial Arts, School, Super Power Seinen"
Hitsuji no Uta,6.11,5406.0,"Drama, Horror",Madhouse,OVA,,4.0,Vampire,Seinen,19503.0,,"Drama, Horror Madhouse OVA Vampire Seinen"
Happy☆Lesson,6.58,6417.0,"Comedy, Romance","Studio Kyuuma, Venet, Chaos Project",OVA,,5.0,"Harem, School",,12528.0,,"Comedy, Romance Studio Kyuuma, Venet, Chaos Project OVA Harem, School "
Happy☆Lesson (TV),6.6,4484.0,"Comedy, Drama, Romance",Studio Hibari,TV,2002.0,13.0,Harem,,30481.0,,"Comedy, Drama, Romance Studio Hibari TV Harem "
Happy☆Lesson Advance,6.76,5786.0,"Comedy, Romance",Studio Hibari,TV,2003.0,13.0,Harem,,16312.0,,"Comedy, Romance Studio Hibari TV Harem "
Happy☆Lesson The Final,6.76,6944.0,"Comedy, Romance",Studio Ranmaru,OVA,,3.0,"Harem, School",,10405.0,,"Comedy, Romance Studio Ranmaru OVA Harem, School "
Hajime no Ippo,8.78,352.0,Sports,Madhouse,TV,2000.0,75.0,Combat Sports,Shounen,669848.0,,Sports Madhouse TV Combat Sports Shounen
Hajime no Ippo: Champion Road,8.25,1689.0,Sports,Madhouse,TV Special,,1.0,Combat Sports,Shounen,153181.0,,Sports Madhouse TV Special Combat Sports Shounen
Hajime no Ippo: Mashiba vs. Kimura,8.25,1999.0,Sports,Madhouse,OVA,,1.0,Combat Sports,Shounen,124160.0,,Sports Madhouse OVA Combat Sports Shounen
Gunparade March: Arata Naru Kougunka,6.69,5531.0,"Drama, Romance, Sci-Fi",J.C.Staff,TV,2003.0,12.0,"Mecha, Military",,18325.0,,"Drama, Romance, Sci-Fi J.C.Staff TV Mecha, Military "
Gungrave,7.81,1263.0,"Action, Drama, Sci-Fi",Madhouse,TV,2003.0,26.0,"Adult Cast, Gore, Organized Crime, Super Power",,214929.0,,"Action, Drama, Sci-Fi Madhouse TV Adult Cast, Gore, Organized Crime, Super Power "
Golden Boy,8.04,573.0,"Adventure, Comedy, Ecchi",APPP,OVA,,6.0,"Adult Cast, Gag Humor, Workplace",Seinen,446499.0,,"Adventure, Comedy, Ecchi APPP OVA Adult Cast, Gag Humor, Workplace Seinen"
Bleach,7.98,35.0,"Action, Adventure, Supernatural",Studio Pierrot,TV,2004.0,366.0,,Shounen,2144682.0,,"Action, Adventure, Supernatural Studio Pierrot TV  Shounen"
Hellsing,7.5,287.0,"Action, Horror, Supernatural",Gonzo,TV,2001.0,13.0,"Adult Cast, Gore, Vampire",Seinen,775828.0,,"Action, Horror, Supernatural Gonzo TV Adult Cast, Gore, Vampire Seinen"
Gad Guard,6.63,5895.0,"Adventure, Sci-Fi","Gonzo, Amber Film Works",TV,2003.0,26.0,Mecha,,15536.0,,"Adventure, Sci-Fi Gonzo, Amber Film Works TV Mecha "
Noir,7.27,2033.0,"Action, Drama, Mystery",Bee Train,TV,2001.0,26.0,Organized Crime,,121449.0,,"Action, Drama, Mystery Bee Train TV Organized Crime "
Mahoutsukai ni Taisetsu na Koto,6.68,4565.0,"Fantasy, Slice of Life","J.C.Staff, Viewworks",TV,2003.0,12.0,"Iyashikei, Urban Fantasy",Shounen,29289.0,,"Fantasy, Slice of Life J.C.Staff, Viewworks TV Iyashikei, Urban Fantasy Shounen"
Kiddy Grade,7.16,3515.0,Sci-Fi,Gonzo,TV,2002.0,24.0,"Mecha, Space, Super Power",,48915.0,,"Sci-Fi Gonzo TV Mecha, Space, Super Power "
Love♥Love?,5.83,5022.0,"Comedy, Romance, Ecchi","Imagin, Studio Live",TV,2004.0,9.0,Harem,,23384.0,,"Comedy, Romance, Ecchi Imagin, Studio Live TV Harem "
Mahoromatic: Automatic Maiden,7.13,,,,,,,,,,,    
Mahoromatic: Motto Utsukushii Mono,7.12,4208.0,"Comedy, Drama, Romance, Sci-Fi, Ecchi","Gainax, Shaft",TV,2002.0,14.0,Military,Seinen,34930.0,,"Comedy, Drama, Romance, Sci-Fi, Ecchi Gainax, Shaft TV Military Seinen"
Viewtiful Joe,6.76,6306.0,"Action, Comedy, Sci-Fi",Group TAC,TV,2004.0,51.0,,,13030.0,,"Action, Comedy, Sci-Fi Group TAC TV  "
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.07,3794.0,"Horror, Mystery, Supernatural",TMS Entertainment,TV,2003.0,13.0,"Gore, Historical, Mythology, Psychological",,43088.0,,"Horror, Mystery, Supernatural TMS Entertainment TV Gore, Historical, Mythology, Psychological "
Animal Yokochou,7.02,10082.0,"Adventure, Comedy, Fantasy",Gallop,TV,2005.0,51.0,,Shoujo,3920.0,,"Adventure, Comedy, Fantasy Gallop TV  Shoujo"
Akane Maniax,5.72,5393.0,"Comedy, Romance",Silver,OVA,,3.0,Mecha,,19730.0,,"Comedy, Romance Silver OVA Mecha "
Angel Heart,7.25,5368.0,"Action, Drama, Mystery, Romance",TMS Entertainment,TV,2005.0,50.0,,Seinen,19964.0,,"Action, Drama, Mystery, Romance TMS Entertainment TV  Seinen"
Akage no Anne,7.85,3428.0,Drama,Nippon Animation,TV,1979.0,50.0,Historical,,51269.0,,Drama Nippon Animation TV Historical 
Area 88 (TV),6.98,5840.0,"Action, Drama, Romance",Group TAC,TV,2004.0,12.0,Military,Shounen,15851.0,,"Action, Drama, Romance Group TAC TV Military Shounen"
Argento Soma,6.74,4505.0,"Adventure, Drama, Sci-Fi",Sunrise,TV,2000.0,25.0,"Mecha, Military",,30196.0,,"Adventure, Drama, Sci-Fi Sunrise TV Mecha, Military "
B'T X,7.01,6259.0,"Adventure, Sci-Fi",TMS Entertainment,TV,1996.0,25.0,Mecha,Shounen,13270.0,,"Adventure, Sci-Fi TMS Entertainment TV Mecha Shounen"
Grappler Baki (TV),7.45,1625.0,Sports,Group TAC,TV,2001.0,24.0,"Combat Sports, Gore",Shounen,161552.0,,"Sports Group TAC TV Combat Sports, Gore Shounen"
